period,trait,uid,consec_diff_idx,n_pool,consec_diff,group_mean,group_sd,test,p_vs_mean,p_vs_zero,bonf_mean,rank_mean,sig_mean,bonf_zero,rank_zero,sig_zero
Jomon,xlp2,Fukahori_2001-2,2,10,0.04999999999999982,0.026000000000000155,0.2866744184998415,dixon,0.20792098733746509,0.20792098733746509,3.4722222222222224e-4,163,n.s.,3.289473684210526e-4,155,n.s.
Jomon,xlp2,Okinoharu_25,1,10,-0.5499999999999998,0.026000000000000155,0.2866744184998415,dixon,0.4594930898079602,0.4594930898079602,5.319148936170213e-4,213,n.s.,5.102040816326531e-4,209,n.s.
Jomon,xlp2,Okinoharu_25,2,10,0.5100000000000007,0.026000000000000155,0.2866744184998415,dixon,0.20792098733746509,0.20792098733746509,3.546099290780142e-4,166,n.s.,3.3557046979865775e-4,158,n.s.
Jomon,xlp2,Shirahama_1,1,10,-0.09999999999999964,0.026000000000000155,0.2866744184998415,dixon,0.4594930898079602,0.4594930898079602,5.376344086021505e-4,214,n.s.,5.154639175257732e-4,210,n.s.
Jomon,xlp2,Shirahama_1,2,10,0.29000000000000004,0.026000000000000155,0.2866744184998415,dixon,0.20792098733746509,0.20792098733746509,3.5714285714285714e-4,167,n.s.,3.3783783783783786e-4,159,n.s.
Jomon,xlp2,Wakimisaki_1,1,10,-0.20999999999999996,0.026000000000000155,0.2866744184998415,dixon,0.4594930898079602,0.4594930898079602,5.208333333333333e-4,211,n.s.,5e-4,207,n.s.
Jomon,xlp2,Wakimisaki_1,2,10,0.16999999999999993,0.026000000000000155,0.2866744184998415,dixon,0.20792098733746509,0.20792098733746509,3.4965034965034965e-4,164,n.s.,3.3112582781456954e-4,156,n.s.
Jomon,xlp2,Wakimisaki_5,1,10,-0.04999999999999982,0.026000000000000155,0.2866744184998415,dixon,0.4594930898079602,0.4594930898079602,5.263157894736842e-4,212,n.s.,5.05050505050505e-4,208,n.s.
Jomon,xlp2,Wakimisaki_5,2,10,0.08999999999999986,0.026000000000000155,0.2866744184998415,dixon,0.20792098733746509,0.20792098733746509,3.5211267605633805e-4,165,n.s.,3.333333333333334e-4,157,n.s.
Yayoi,mbc,Fukahori_10,1,38,-0.020000000000000462,-0.05315789473684212,0.2828054938794879,grubbs,0.9085221031010542,0.9447487472100599,4.4247787610619474e-4,722,n.s.,4.901960784313725e-4,733,n.s.
Yayoi,mbc,Fukahori_10,2,38,-0.17999999999999972,-0.05315789473684212,0.2828054938794879,grubbs,0.6598799485467072,0.5317524515759819,1.3157894736842105e-4,455,n.s.,1.0570824524312897e-4,362,n.s.
Yayoi,mbc,Fukahori_11,1,38,-0.13999999999999968,-0.05315789473684212,0.2828054938794879,grubbs,0.7633445197206125,0.6270609753386527,1.6891891891891893e-4,539,n.s.,1.2077294685990339e-4,421,n.s.
Yayoi,mbc,Fukahori_11,2,38,-0.4399999999999995,-0.05315789473684212,0.2828054938794879,grubbs,0.17479889277850072,0.12134980286352244,7.418397626112761e-5,161,n.s.,7.320644216691069e-5,152,n.s.
Yayoi,mbc,Fukahori_13,1,38,0.13999999999999968,-0.05315789473684212,0.2828054938794879,grubbs,0.5020221741014237,0.6270609753386527,1.0309278350515464e-4,350,n.s.,1.2048192771084338e-4,420,n.s.
Yayoi,mbc,Fukahori_13,2,38,-0.1299999999999999,-0.05315789473684212,0.2828054938794879,grubbs,0.7899422793633276,0.6519429128141314,1.8248175182481753e-4,561,n.s.,1.2626262626262626e-4,439,n.s.
Yayoi,mbc,Fukahori_15,1,38,0.6200000000000001,-0.05315789473684212,0.2828054938794879,grubbs,0.015311568882248846,0.026451161294288122,6.476683937823834e-5,63,n.s.,6.657789613848203e-5,84,n.s.
Yayoi,mbc,Fukahori_15,2,38,-0.04999999999999982,-0.05315789473684212,0.2828054938794879,grubbs,0.9912695814066661,0.8624268538142197,0.0035714285714285718,821,n.s.,2.3696682464454977e-4,624,n.s.
Yayoi,mbc,Fukahori_16,1,38,0.1299999999999999,-0.05315789473684212,0.2828054938794879,grubbs,0.524539903802173,0.6519429128141314,1.0548523206751055e-4,361,n.s.,1.256281407035176e-4,437,n.s.
Yayoi,mbc,Fukahori_16,2,38,0.29000000000000004,-0.05315789473684212,0.2828054938794879,grubbs,0.22993810683727572,0.3116646943534858,7.621951219512195e-5,179,n.s.,8.064516129032258e-5,215,n.s.
Yayoi,mbc,Fukahori_19,1,38,-0.45999999999999996,-0.05315789473684212,0.2828054938794879,grubbs,0.1530040722122712,0.10479742694598908,7.36377025036819e-5,156,n.s.,7.183908045977011e-5,139,n.s.
Yayoi,mbc,Fukahori_19,2,38,0.11000000000000032,-0.05315789473684212,0.2828054938794879,grubbs,0.5710147535623108,0.7028154361307045,1.1312217194570136e-4,393,n.s.,1.3698630136986303e-4,470,n.s.
Yayoi,mbc,Fukahori_2,1,38,-0.019999999999999574,-0.05315789473684212,0.2828054938794879,grubbs,0.9085221031010517,0.9447487472100623,4.385964912280702e-4,721,n.s.,4.950495049504951e-4,734,n.s.
Yayoi,mbc,Fukahori_2,2,38,0.009999999999999787,-0.05315789473684212,0.2828054938794879,grubbs,0.8267175319949839,0.9723584546532347,2.2624434389140272e-4,614,n.s.,0.0010869565217391304,789,n.s.
Yayoi,mbc,Fukahori_2002-10,1,38,-0.03000000000000025,-0.05315789473684212,0.2828054938794879,grubbs,0.9360416007713834,0.9172026116799902,5.952380952380953e-4,751,n.s.,0.00037593984962406017,702,n.s.
Yayoi,mbc,Fukahori_2002-10,2,38,-0.04999999999999982,-0.05315789473684212,0.2828054938794879,grubbs,0.9912695814066661,0.8624268538142197,0.0038461538461538464,822,n.s.,2.380952380952381e-4,625,n.s.
Yayoi,mbc,Fukahori_2002-8-A,1,38,0.040000000000000036,-0.05315789473684212,0.2828054938794879,grubbs,0.7466809624903452,0.8897515748163054,1.6129032258064516e-4,525,n.s.,2.958579881656805e-4,666,n.s.
Yayoi,mbc,Fukahori_2002-8-A,2,38,-0.6200000000000001,-0.05315789473684212,0.2828054938794879,grubbs,0.04360562351101161,0.026451161294288122,6.631299734748011e-5,81,n.s.,6.666666666666667e-5,85,n.s.
Yayoi,mbc,Fukahori_4,1,38,-0.1900000000000004,-0.05315789473684212,0.2828054938794879,grubbs,0.6348762085477127,0.5090795746279491,1.2594458438287153e-4,438,n.s.,1.0183299389002037e-4,344,n.s.
Yayoi,mbc,Fukahori_4,2,38,0.040000000000000036,-0.05315789473684212,0.2828054938794879,grubbs,0.7466809624903452,0.8897515748163054,1.6181229773462783e-4,526,n.s.,2.9761904761904765e-4,667,n.s.
Yayoi,mbc,Fukahori_6,1,38,0.4499999999999993,-0.05315789473684212,0.2828054938794879,grubbs,0.07498682708441758,0.112844218692651,6.738544474393532e-5,93,n.s.,7.194244604316547e-5,140,n.s.
Yayoi,mbc,Fukahori_6,2,38,-1.0200000000000005,-0.05315789473684212,0.2828054938794879,grubbs,2.5739628880222005e-4,9.561898444159365e-5,6.337135614702156e-5,46,n.s.,6.377551020408164e-5,51,n.s.
Yayoi,mbc,miyanomoto_12,1,38,0.03000000000000025,-0.05315789473684212,0.2828054938794879,grubbs,0.7731142984051939,0.9172026116799902,1.7482517482517483e-4,549,n.s.,3.7313432835820896e-4,701,n.s.
Yayoi,mbc,miyanomoto_12,2,38,-0.23000000000000043,-0.05315789473684212,0.2828054938794879,grubbs,0.5390129022653649,0.42349822941786797,1.0989010989010989e-4,380,n.s.,9.363295880149813e-5,301,n.s.
Yayoi,mbc,miyanomoto_14,1,38,-0.02999999999999936,-0.05315789473684212,0.2828054938794879,grubbs,0.936041600771381,0.9172026116799926,5.813953488372093e-4,749,n.s.,3.816793893129771e-4,704,n.s.
Yayoi,mbc,miyanomoto_14,2,38,0.04999999999999982,-0.05315789473684212,0.2828054938794879,grubbs,0.7205306736787288,0.8624268538142197,1.4749262536873156e-4,496,n.s.,2.358490566037736e-4,623,n.s.
Yayoi,mbc,Miyanomoto_21,1,38,-0.15000000000000036,-0.05315789473684212,0.2828054938794879,grubbs,0.7370122594715085,0.6025797520381784,1.5432098765432098e-4,511,n.s.,1.1547344110854505e-4,402,n.s.
Yayoi,mbc,Miyanomoto_21,2,38,0.3100000000000005,-0.05315789473684212,0.2828054938794879,grubbs,0.2033805845383986,0.27899581519431,7.507507507507509e-5,169,n.s.,7.704160246533128e-5,186,n.s.
Yayoi,mbc,miyanomoto_23,1,38,0.11000000000000032,-0.05315789473684212,0.2828054938794879,grubbs,0.5710147535623108,0.7028154361307045,1.1337868480725624e-4,394,n.s.,1.3736263736263736e-4,471,n.s.
Yayoi,mbc,miyanomoto_23,2,38,0.040000000000000036,-0.05315789473684212,0.2828054938794879,grubbs,0.7466809624903452,0.8897515748163054,1.6233766233766234e-4,527,n.s.,2.994011976047904e-4,668,n.s.
Yayoi,mbc,Miyanomoto_35,1,38,0.1299999999999999,-0.05315789473684212,0.2828054938794879,grubbs,0.524539903802173,0.6519429128141314,1.0570824524312897e-4,362,n.s.,1.2594458438287153e-4,438,n.s.
Yayoi,mbc,Miyanomoto_35,2,38,-0.33999999999999986,-0.05315789473684212,0.2828054938794879,grubbs,0.31703547744063626,0.23433818053468627,8.090614886731392e-5,217,n.s.,7.598784194528876e-5,177,n.s.
Yayoi,mbc,miyanomoto_36,1,38,-0.20999999999999996,-0.05315789473684212,0.2828054938794879,grubbs,0.5860716417843959,0.4652390040495138,1.1627906976744187e-4,405,n.s.,9.70873786407767e-5,320,n.s.
Yayoi,mbc,miyanomoto_36,2,38,-0.02999999999999936,-0.05315789473684212,0.2828054938794879,grubbs,0.936041600771381,0.9172026116799926,5.882352941176471e-4,750,n.s.,3.846153846153846e-4,705,n.s.
Yayoi,mbc,Miyanomoto_6,1,38,0.0699999999999994,-0.05315789473684212,0.2828054938794879,grubbs,0.6691864277174572,0.8082790781557181,1.3333333333333334e-4,460,n.s.,1.8315018315018315e-4,562,n.s.
Yayoi,mbc,Miyanomoto_6,2,38,-0.03000000000000025,-0.05315789473684212,0.2828054938794879,grubbs,0.9360416007713834,0.9172026116799902,6.024096385542169e-4,752,n.s.,3.787878787878788e-4,703,n.s.
Yayoi,mbc,miyanomoto_9,1,38,-0.0600000000000005,-0.05315789473684212,0.2828054938794879,grubbs,0.9810854316196885,0.8352592555905756,0.0019230769230769232,809,n.s.,2.0161290322580645e-4,587,n.s.
Yayoi,mbc,miyanomoto_9,2,38,-0.16000000000000014,-0.05315789473684212,0.2828054938794879,grubbs,0.7109731181703283,0.5785210970393367,1.4285714285714287e-4,485,n.s.,1.1185682326621924e-4,388,n.s.
Yayoi,mbi1,Fukahori_10,1,30,-0.05000000000000071,-0.047000000000000035,0.18906576122864113,grubbs,0.9876634543361769,0.7965242054218875,0.002631578947368421,816,n.s.,1.6949152542372882e-4,540,n.s.
Yayoi,mbi1,Fukahori_10,2,30,-0.4400000000000004,-0.047000000000000035,0.18906576122864113,grubbs,0.03552973116308818,0.01740827878903466,6.605019815059445e-5,78,n.s.,6.535947712418301e-5,70,n.s.
Yayoi,mbi1,Fukahori_11,1,30,-0.1899999999999995,-0.047000000000000035,0.18906576122864113,grubbs,0.4590183126092394,0.3234500425215534,9.560229445506692e-5,312,n.s.,8.116883116883117e-5,219,n.s.
Yayoi,mbi1,Fukahori_11,2,30,-0.2999999999999998,-0.047000000000000035,0.18906576122864113,grubbs,0.18568899532275512,0.11430633688335363,7.462686567164179e-5,165,n.s.,7.215007215007215e-5,142,n.s.
Yayoi,mbi1,Fukahori_13,1,30,0.17999999999999972,-0.047000000000000035,0.18906576122864113,grubbs,0.23643839036833642,0.34998275122557443,7.668711656441718e-5,183,n.s.,8.237232289950578e-5,228,n.s.
Yayoi,mbi1,Fukahori_13,2,30,0.10000000000000053,-0.047000000000000035,0.18906576122864113,grubbs,0.4464306377506433,0.6054539617140349,9.398496240601504e-5,303,n.s.,1.1627906976744187e-4,405,n.s.
Yayoi,mbi1,Fukahori_15,1,30,-0.33000000000000007,-0.047000000000000035,0.18906576122864113,grubbs,0.13725865485098854,0.08096656030684882,7.309941520467836e-5,151,n.s.,6.925207756232688e-5,113,n.s.
Yayoi,mbi1,Fukahori_15,2,30,-0.11000000000000032,-0.047000000000000035,0.18906576122864113,grubbs,0.745183770477733,0.56969390387972485,1.607717041800643e-4,524,n.s.,1.1037527593818985e-4,382,n.s.
Yayoi,mbi1,Fukahori_16,1,30,-0.2999999999999998,-0.047000000000000035,0.18906576122864113,grubbs,0.18568899532275512,0.11430633688335363,7.473841554559044e-5,166,n.s.,7.225433526011561e-5,143,n.s.
Yayoi,mbi1,Fukahori_16,2,30,0.34000000000000075,-0.047000000000000035,0.18906576122864113,grubbs,0.038669545841268894,0.07170688702269602,6.622516556291391e-5,80,n.s.,6.811989100817439e-5,101,n.s.
Yayoi,mbi1,Fukahori_17,1,30,-0.009999999999999787,-0.047000000000000035,0.18906576122864113,grubbs,0.8487145744851717,0.9588938993423617,2.5906735751295336e-4,642,n.s.,7.575757575757576e-4,769,n.s.
Yayoi,mbi1,Fukahori_17,2,30,-0.0600000000000005,-0.047000000000000035,0.18906576122864113,grubbs,0.9465775541150119,0.7569453359854224,7.042253521126761e-4,764,n.s.,1.5290519877675843e-4,508,n.s.
Yayoi,mbi1,Fukahori_2002-10,1,30,-0.41000000000000014,-0.047000000000000035,0.18906576122864113,grubbs,0.05353212048008997,0.027737720680154527,6.666666666666667e-5,85,n.s.,6.675567423230975e-5,86,n.s.
Yayoi,mbi1,Fukahori_2002-10,2,30,-0.010000000000000675,-0.047000000000000035,0.18906576122864113,grubbs,0.8487145744851754,0.9588938993423581,2.617801047120419e-4,644,n.s.,7.462686567164179e-4,768,n.s.
Yayoi,mbi1,Fukahori_2002-8-A,1,30,0,-0.047000000000000035,0.18906576122864113,grubbs,0.8085002970792611,1,1.9920318725099602e-4,584,n.s.,0.0035714285714285718,821,n.s.
Yayoi,mbi1,Fukahori_2002-8-A,2,30,-0.13999999999999968,-0.047000000000000035,0.18906576122864113,grubbs,0.6310383711147692,0.46858145737252777,1.2531328320802005e-4,436,n.s.,9.765625e-5,323,n.s.
Yayoi,mbi1,Fukahori_4,1,30,-0.08999999999999986,-0.047000000000000035,0.18906576122864113,grubbs,0.8245344426230257,0.6421352284152382,2.192982456140351e-4,607,n.s.,1.2224938875305625e-4,426,n.s.
Yayoi,mbi1,Fukahori_4,2,30,0.3700000000000001,-0.047000000000000035,0.18906576122864113,grubbs,0.02496500830211806,0.04879414575813877,6.510416666666667e-5,67,n.s.,6.7842605156038e-5,98,n.s.
Yayoi,mbi1,Fukahori_6,1,30,0.1200000000000001,-0.047000000000000035,0.18906576122864113,grubbs,0.38637019332586364,0.534922327403069,8.605851979345956e-5,254,n.s.,1.0638297872340427e-4,365,n.s.
Yayoi,mbi1,Fukahori_6,2,30,-0.05000000000000071,-0.047000000000000035,0.18906576122864113,grubbs,0.9876634543361769,0.7965242054218875,0.002777777777777778,817,n.s.,1.7006802721088437e-4,541,n.s.
Yayoi,mbi1,Fukahori_8,1,30,0,-0.047000000000000035,0.18906576122864113,grubbs,0.8085002970792611,1,2e-4,585,n.s.,0.0038461538461538464,822,n.s.
Yayoi,mbi1,Fukahori_8,2,30,-0.040000000000000036,-0.047000000000000035,0.18906576122864113,grubbs,0.9712195640268255,0.8366061944084842,0.0013513513513513514,798,n.s.,2.0242914979757087e-4,588,n.s.
Yayoi,mbi1,miyanomoto_14,1,30,0,-0.047000000000000035,0.18906576122864113,grubbs,0.8085002970792611,1,2.0080321285140563e-4,586,n.s.,0.004166666666666667,823,n.s.
Yayoi,mbi1,miyanomoto_14,2,30,-0.009999999999999787,-0.047000000000000035,0.18906576122864113,grubbs,0.8487145744851717,0.9588938993423617,2.6041666666666666e-4,643,n.s.,7.692307692307692e-4,770,n.s.
Yayoi,mbi1,Miyanomoto_18,1,30,-0.16999999999999993,-0.047000000000000035,0.18906576122864113,grubbs,0.52469288212429,0.3777847364170438,1.0593220338983052e-4,363,n.s.,8.532423208191126e-5,249,n.s.
Yayoi,mbi1,Miyanomoto_18,2,30,0.020000000000000462,-0.047000000000000035,0.18906576122864113,grubbs,0.7295893779628584,0.9178912930901403,1.5197568389057752e-4,506,n.s.,3.90625e-4,707,n.s.
Yayoi,mbi1,Miyanomoto_6,1,30,0.020000000000000462,-0.047000000000000035,0.18906576122864113,grubbs,0.7295893779628584,0.9178912930901403,1.5151515151515152e-4,505,n.s.,3.875968992248062e-4,706,n.s.
Yayoi,mbi1,Miyanomoto_6,2,30,-0.03000000000000025,-0.047000000000000035,0.18906576122864113,grubbs,0.9301750717412967,0.8770949498401798,5.555555555555556e-4,745,n.s.,2.6595744680851064e-4,647,n.s.
Yayoi,mbi1,miyanomoto_9,1,30,0.15999999999999925,-0.047000000000000035,0.18906576122864113,grubbs,0.28128795716814936,0.4068370542691977,7.788161993769471e-5,193,n.s.,8.818342151675486e-5,268,n.s.
Yayoi,mbi1,miyanomoto_9,2,30,0.019999999999999574,-0.047000000000000035,0.18906576122864113,grubbs,0.7295893779628617,0.917891293090144,1.524390243902439e-4,507,n.s.,3.9370078740157485e-4,708,n.s.
Yayoi,mbi2,Fukahori_10,1,34,0.11000000000000032,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.7065394150530323,0.7072874120283723,1.41643059490085e-4,482,n.s.,1.392757660167131e-4,476,n.s.
Yayoi,mbi2,Fukahori_10,2,34,-0.9199999999999999,-2.9411764705879114e-4,0.28665770205275765,grubbs,6.374590452157641e-4,6.343999241345506e-4,6.353240152477763e-5,48,n.s.,6.393861892583121e-5,53,n.s.
Yayoi,mbi2,Fukahori_11,1,34,0.13000000000000078,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.6563427843677785,0.6570709837520663,1.2987012987012987e-4,450,n.s.,1.2755102040816328e-4,443,n.s.
Yayoi,mbi2,Fukahori_11,2,34,0.040000000000000036,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.8906951869649167,0.8914882983879935,3.5211267605633805e-4,693,n.s.,3.1055900621118014e-4,674,n.s.
Yayoi,mbi2,Fukahori_13,1,34,0.03999999999999915,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.8906951869649191,0.8914882983879959,3.546099290780142e-4,694,n.s.,3.144654088050315e-4,676,n.s.
Yayoi,mbi2,Fukahori_13,2,34,-0.1800000000000006,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.5388595814814823,0.5381915955565614,1.0964912280701755e-4,379,n.s.,1.0752688172043011e-4,370,n.s.
Yayoi,mbi2,Fukahori_15,1,34,0.019999999999999574,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.9448252036727294,0.9456236461025845,6.756756756756757e-4,761,n.s.,5.154639175257732e-4,738,n.s.
Yayoi,mbi2,Fukahori_15,2,34,0.1299999999999999,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.6563427843677806,0.6570709837520685,1.3020833333333333e-4,451,n.s.,1.282051282051282e-4,445,n.s.
Yayoi,mbi2,Fukahori_16,1,34,0.4400000000000004,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.1265778498804914,0.12684061711134242,7.23589001447178e-5,144,n.s.,7.331378299120235e-5,153,n.s.
Yayoi,mbi2,Fukahori_16,2,34,0.1800000000000006,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.537524006748346,0.5381915955565614,1.0940919037199125e-4,378,n.s.,1.072961373390558e-4,369,n.s.
Yayoi,mbi2,Fukahori_17,1,34,-0.019999999999999574,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.9464221407073873,0.9456236461025845,6.849315068493151e-4,762,n.s.,5.208333333333333e-4,739,n.s.
Yayoi,mbi2,Fukahori_17,2,34,-0.41000000000000014,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.15613100669371152,0.15582493167707098,7.374631268436578e-5,157,n.s.,7.396449704142012e-5,159,n.s.
Yayoi,mbi2,Fukahori_2,1,34,0.05000000000000071,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.8637964349841778,0.8645855765268804,2.8735632183908046e-4,661,n.s.,2.4630541871921186e-4,632,n.s.
Yayoi,mbi2,Fukahori_2,2,34,-0.13000000000000078,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.657799494269,0.6570709837520663,1.3089005235602096e-4,453,n.s.,1.2787723785166242e-4,444,n.s.
Yayoi,mbi2,Fukahori_2002-10,1,34,-0.2999999999999998,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.30294548413347955,0.3024636179891706,8.012820512820513e-5,211,n.s.,8e-5,210,n.s.
Yayoi,mbi2,Fukahori_2002-10,2,34,0.05999999999999961,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.8370476432519844,0.8378319608743625,2.380952380952381e-4,625,n.s.,2.0746887966804981e-4,594,n.s.
Yayoi,mbi2,Fukahori_2002-8-A,1,34,0.04999999999999982,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.8637964349841802,0.8645855765268828,2.9069767441860465e-4,663,n.s.,2.5e-4,635,n.s.
Yayoi,mbi2,Fukahori_2002-8-A,2,34,-0.7599999999999998,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.006186676127926305,0.0061643405182067925,6.402048655569783e-5,54,n.s.,6.459948320413438e-5,61,n.s.
Yayoi,mbi2,Fukahori_4,1,34,0.29000000000000004,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.3186222878599584,0.31912021599370183,8.103727714748785e-5,218,n.s.,8.090614886731392e-5,217,n.s.
Yayoi,mbi2,Fukahori_4,2,34,0.16000000000000014,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.5838024499395424,0.5844960198985212,1.160092807424594e-4,404,n.s.,1.1235955056179776e-4,390,n.s.
Yayoi,mbi2,Fukahori_6,1,34,0.3799999999999999,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.18897877023646034,0.1893300607801958,7.49625187406297e-5,168,n.s.,7.49625187406297e-5,168,n.s.
Yayoi,mbi2,Fukahori_6,2,34,-0.3600000000000003,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.21468909367577665,0.2143056598456539,7.575757575757576e-5,175,n.s.,7.541478129713424e-5,172,n.s.
Yayoi,mbi2,Fukahori_8,1,34,-0.05000000000000071,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.8653748470875093,0.8645855765268804,2.994011976047904e-4,668,n.s.,2.487562189054727e-4,634,n.s.
Yayoi,mbi2,Fukahori_8,2,34,0.0600000000000005,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.8370476432519821,0.8378319608743601,2.358490566037736e-4,623,n.s.,2.05761316872428e-4,592,n.s.
Yayoi,mbi2,miyanomoto_14,1,34,0.29000000000000004,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.3186222878599584,0.31912021599370183,8.116883116883117e-5,219,n.s.,8.103727714748785e-5,218,n.s.
Yayoi,mbi2,miyanomoto_14,2,34,0.08000000000000007,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.7841145214922215,0.784886691421416,1.8181818181818183e-4,560,n.s.,1.6233766233766234e-4,527,n.s.
Yayoi,mbi2,Miyanomoto_18,1,34,0.0600000000000005,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.8370476432519821,0.8378319608743601,2.3696682464454977e-4,624,n.s.,2.066115702479339e-4,593,n.s.
Yayoi,mbi2,Miyanomoto_18,2,34,-0.040000000000000036,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.8922815135106569,0.8914882983879935,3.816793893129771e-4,704,n.s.,3.125e-4,675,n.s.
Yayoi,mbi2,Miyanomoto_35,1,34,0.05999999999999961,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.8370476432519844,0.8378319608743625,2.3923444976076556e-4,626,n.s.,2.0833333333333335e-4,595,n.s.
Yayoi,mbi2,Miyanomoto_35,2,34,-0.0699999999999994,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.812035082655247,0.811256249681481,2.05761316872428e-4,592,n.s.,1.845018450184502e-4,564,n.s.
Yayoi,mbi2,Miyanomoto_6,1,34,0.05000000000000071,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.8637964349841778,0.8645855765268804,2.8901734104046245e-4,662,n.s.,2.4752475247524753e-4,633,n.s.
Yayoi,mbi2,Miyanomoto_6,2,34,-0.019999999999999574,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.9464221407073873,0.9456236461025845,6.944444444444445e-4,763,n.s.,5.263157894736842e-4,740,n.s.
Yayoi,mbi2,miyanomoto_9,1,34,0.14999999999999947,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.6075860825486732,0.6082918098654122,1.2135922330097088e-4,423,n.s.,1.1682242990654206e-4,407,n.s.
Yayoi,mbi2,miyanomoto_9,2,34,0.41999999999999993,-2.9411764705879114e-4,0.28665770205275765,grubbs,0.14538439995861513,0.14567541351184635,7.331378299120235e-5,153,n.s.,7.385524372230429e-5,158,n.s.
Yayoi,mbm1,Fukahori_11,1,44,-0.1899999999999995,-0.014318181818181897,0.5731893543505526,grubbs,0.7631436366930303,0.7444661244399988,1.6835016835016836e-4,538,n.s.,1.5060240963855423e-4,503,n.s.
Yayoi,mbm1,Fukahori_11,2,44,0.15000000000000036,-0.014318181818181897,0.5731893543505526,grubbs,0.7780629845192943,0.7969737948879647,1.773049645390071e-4,553,n.s.,1.7123287671232877e-4,543,n.s.
Yayoi,mbm1,Fukahori_13,1,44,0.11999999999999922,-0.014318181818181897,0.5731893543505526,grubbs,0.8178181030312176,0.836959485292631,2.1551724137931037e-4,603,n.s.,2.0491803278688525e-4,591,n.s.
Yayoi,mbm1,Fukahori_13,2,44,-0.13000000000000078,-0.014318181818181897,0.5731893543505526,grubbs,0.8427511545189861,0.8235803996497663,2.487562189054727e-4,634,n.s.,1.953125e-4,579,n.s.
Yayoi,mbm1,Fukahori_15,1,44,0.019999999999999574,-0.014318181818181897,0.5731893543505526,grubbs,0.9530811462253573,0.9726465046294928,8.620689655172415e-4,777,n.s.,0.0011111111111111111,790,n.s.
Yayoi,mbm1,Fukahori_15,2,44,0.08000000000000007,-0.014318181818181897,0.5731893543505526,grubbs,0.871519903461197,0.8908957214920287,3.0864197530864197e-4,673,n.s.,3.0303030303030303e-4,670,n.s.
Yayoi,mbm1,Fukahori_16,1,44,0.08000000000000007,-0.014318181818181897,0.5731893543505526,grubbs,0.871519903461197,0.8908957214920287,3.1055900621118014e-4,674,n.s.,3.048780487804878e-4,671,n.s.
Yayoi,mbm1,Fukahori_16,2,44,-0.22000000000000064,-0.014318181818181897,0.5731893543505526,grubbs,0.7241753595729072,0.7058106107468822,1.4925373134328358e-4,500,n.s.,1.3812154696132598e-4,473,n.s.
Yayoi,mbm1,Fukahori_17,1,44,0.120000000000001,-0.014318181818181897,0.5731893543505526,grubbs,0.8178181030312153,0.8369594852926285,2.145922746781116e-4,602,n.s.,2.032520325203252e-4,589,n.s.
Yayoi,mbm1,Fukahori_17,2,44,0.040000000000000924,-0.014318181818181897,0.5731893543505526,grubbs,0.9257999040808446,0.9453240398412818,5.208333333333333e-4,739,n.s.,5e-4,735,n.s.
Yayoi,mbm1,Fukahori_18,1,44,0,-0.014318181818181897,0.5731893543505526,grubbs,0.9804155780958305,1,0.0017857142857142859,807,n.s.,0.016666666666666666,832,n.s.
Yayoi,mbm1,Fukahori_18,2,44,0,-0.014318181818181897,0.5731893543505526,grubbs,0.9804155780958305,1,0.001851851851851852,808,n.s.,0.025,833,n.s.
Yayoi,mbm1,Fukahori_2002-8-A,1,44,0.15000000000000036,-0.014318181818181897,0.5731893543505526,grubbs,0.7780629845192943,0.7969737948879647,1.76678445229682e-4,552,n.s.,1.7064846416382253e-4,542,n.s.
