period,trait,uid,consec_diff_idx,n_pool,consec_diff,group_mean,group_sd,test,p_vs_mean,p_vs_zero,bonf_mean,rank_mean,sig_mean,bonf_zero,rank_zero,sig_zero
Jomon,mbc,Wakimisaki_5,2,12,-0.0600000000000005,-0.1666666666666666,0.36079037815565,dixon,0.11761691483458203,0.09191628162713102,2.525252525252525e-4,109,n.s.,2.4390243902439027e-4,102,n.s.
Jomon,mbi1,Okinoharu_21,1,12,-0.03000000000000025,0.01416666666666666,0.2375809272010213,dixon,0.010658607472563338,0.010658607472563338,2.109704641350211e-4,70,n.s.,2.145922746781116e-4,74,n.s.
Jomon,mbi1,Okinoharu_21,2,12,-0.08999999999999986,0.01416666666666666,0.2375809272010213,dixon,0.010658607472563338,0.010658607472563338,2.1186440677966104e-4,71,n.s.,2.1551724137931037e-4,75,n.s.
Jomon,mbi1,Okinoharu_22,1,12,-0.03000000000000025,0.01416666666666666,0.2375809272010213,dixon,0.010658607472563338,0.010658607472563338,2.1276595744680854e-4,72,n.s.,2.1645021645021645e-4,76,n.s.
Jomon,mbi1,Okinoharu_22,2,12,0.08999999999999986,0.01416666666666666,0.2375809272010213,dixon,0.1536222473515109,0.1536222473515109,3.144654088050315e-4,148,n.s.,2.9411764705882356e-4,137,n.s.
Jomon,mbi1,Okinoharu_25,1,12,0.0600000000000005,0.01416666666666666,0.2375809272010213,dixon,0.1536222473515109,0.1536222473515109,3.0674846625766873e-4,144,n.s.,2.8735632183908046e-4,133,n.s.
Jomon,mbi1,Okinoharu_25,2,12,-0.4900000000000002,0.01416666666666666,0.2375809272010213,dixon,0.010658607472563338,0.010658607472563338,2.092050209205021e-4,68,n.s.,2.1276595744680854e-4,72,n.s.
Jomon,mbi1,Okinoharu_28,1,12,0.5,0.01416666666666666,0.2375809272010213,dixon,0.1536222473515109,0.1536222473515109,3.125e-4,147,n.s.,2.9239766081871346e-4,136,n.s.
Jomon,mbi1,Okinoharu_28,2,12,-0.08000000000000007,0.01416666666666666,0.2375809272010213,dixon,0.010658607472563338,0.010658607472563338,2.100840336134454e-4,69,n.s.,2.1367521367521368e-4,73,n.s.
Jomon,mbi1,Shirahama_1,1,12,0.29000000000000004,0.01416666666666666,0.2375809272010213,dixon,0.1536222473515109,0.1536222473515109,3.0864197530864197e-4,145,n.s.,2.8901734104046245e-4,134,n.s.
Jomon,mbi1,Shirahama_1,2,12,0.08999999999999986,0.01416666666666666,0.2375809272010213,dixon,0.1536222473515109,0.1536222473515109,3.1055900621118014e-4,146,n.s.,2.9069767441860465e-4,135,n.s.
Jomon,mbi1,Wakimisaki_5,1,12,-0.10999999999999943,0.01416666666666666,0.2375809272010213,dixon,0.010658607472563338,0.010658607472563338,2.0746887966804981e-4,66,n.s.,2.109704641350211e-4,70,n.s.
Jomon,mbi1,Wakimisaki_5,2,12,-0.03000000000000025,0.01416666666666666,0.2375809272010213,dixon,0.010658607472563338,0.010658607472563338,2.0833333333333335e-4,67,n.s.,2.1186440677966104e-4,71,n.s.
Jomon,mbi2,Okinoharu_25,1,8,-0.010000000000000675,-0.12749999999999995,0.31207828688144457,dixon,0.11595319769491391,0,2.487562189054727e-4,106,n.s.,2.0491803278688525e-4,63,*
Jomon,mbi2,Okinoharu_25,2,8,-0.8200000000000003,-0.12749999999999995,0.31207828688144457,dixon,0,0,2.05761316872428e-4,64,*,1.9920318725099602e-4,56,*
Jomon,mbi2,Shirahama_1,1,8,-0.33999999999999986,-0.12749999999999995,0.31207828688144457,dixon,0,0,2.066115702479339e-4,65,*,2e-4,57,*
Jomon,mbi2,Shirahama_1,2,8,-0.08999999999999986,-0.12749999999999995,0.31207828688144457,dixon,0.11595319769491391,0,2.5e-4,107,n.s.,2.05761316872428e-4,64,*
Jomon,mbi2,Wakimisaki_2,1,8,0.03000000000000025,-0.12749999999999995,0.31207828688144457,dixon,0.11595319769491391,0.11595319769491391,2.4630541871921186e-4,104,n.s.,2.487562189054727e-4,106,n.s.
Jomon,mbi2,Wakimisaki_2,2,8,0.07000000000000028,-0.12749999999999995,0.31207828688144457,dixon,0.11595319769491391,0.11595319769491391,2.4752475247524753e-4,105,n.s.,2.5e-4,107,n.s.
Jomon,mbi2,Wakimisaki_5,1,8,0.07000000000000028,-0.12749999999999995,0.31207828688144457,dixon,0.11595319769491391,0.11595319769491391,2.4390243902439027e-4,102,n.s.,2.4630541871921186e-4,104,n.s.
Jomon,mbi2,Wakimisaki_5,2,8,0.07000000000000028,-0.12749999999999995,0.31207828688144457,dixon,0.11595319769491391,0.11595319769491391,2.4509803921568627e-4,103,n.s.,2.4752475247524753e-4,105,n.s.
Jomon,mbm1,Okinoharu_21,1,16,-0.1399999999999988,-0.13624999999999982,0.8016306298206592,dixon,0,0,2.0080321285140563e-4,58,*,1.945525291828794e-4,50,*
Jomon,mbm1,Okinoharu_21,2,16,0.08999999999999986,-0.13624999999999982,0.8016306298206592,dixon,0,0,2.0161290322580645e-4,59,*,1.953125e-4,51,*
Jomon,mbm1,Okinoharu_24,1,16,-0.019999999999999574,-0.13624999999999982,0.8016306298206592,dixon,0,0,1.9920318725099602e-4,56,*,1.9305019305019305e-4,48,*
Jomon,mbm1,Okinoharu_24,2,16,-0.1999999999999993,-0.13624999999999982,0.8016306298206592,dixon,0,0,2e-4,57,*,1.937984496124031e-4,49,*
Jomon,mbm1,Okinoharu_25,1,16,-0.07000000000000028,-0.13624999999999982,0.8016306298206592,dixon,0,0,1.9305019305019305e-4,48,*,1.8726591760299626e-4,40,*
Jomon,mbm1,Okinoharu_25,2,16,-3.04,-0.13624999999999982,0.8016306298206592,dixon,0,0,1.937984496124031e-4,49,*,0.00018796992481203009,41,*
Jomon,mbm1,Okinoharu_28,1,16,-0.0600000000000005,-0.13624999999999982,0.8016306298206592,dixon,0,0,1.9607843137254904e-4,52,*,1.9011406844106465e-4,44,*
Jomon,mbm1,Okinoharu_28,2,16,-0.08999999999999986,-0.13624999999999982,0.8016306298206592,dixon,0,0,1.9685039370078743e-4,53,*,1.9083969465648855e-4,45,*
Jomon,mbm1,Okinoharu_30,1,16,0.08000000000000007,-0.13624999999999982,0.8016306298206592,dixon,0,0,1.976284584980237e-4,54,*,1.9157088122605365e-4,46,*
Jomon,mbm1,Okinoharu_30,2,16,0.6900000000000013,-0.13624999999999982,0.8016306298206592,dixon,0,0,1.984126984126984e-4,55,*,1.923076923076923e-4,47,*
Jomon,mbm1,Shirahama_1,1,16,0.030000000000001137,-0.13624999999999982,0.8016306298206592,dixon,0,0,1.945525291828794e-4,50,*,1.8867924528301889e-4,42,*
Jomon,mbm1,Shirahama_1,2,16,-0.02000000000000135,-0.13624999999999982,0.8016306298206592,dixon,0,0,1.953125e-4,51,*,1.893939393939394e-4,43,*
Jomon,mbm1,Wakimisaki_1,1,16,0.3200000000000003,-0.13624999999999982,0.8016306298206592,dixon,0,0,1.9011406844106465e-4,44,*,1.845018450184502e-4,36,*
Jomon,mbm1,Wakimisaki_1,2,16,0.11000000000000121,-0.13624999999999982,0.8016306298206592,dixon,0,0,1.9083969465648855e-4,45,*,1.851851851851852e-4,37,*
Jomon,mbm1,Wakimisaki_5,1,16,0.03999999999999915,-0.13624999999999982,0.8016306298206592,dixon,0,0,1.9157088122605365e-4,46,*,1.8587360594795541e-4,38,*
Jomon,mbm1,Wakimisaki_5,2,16,0.09999999999999964,-0.13624999999999982,0.8016306298206592,dixon,0,0,1.923076923076923e-4,47,*,1.8656716417910448e-4,39,*
Jomon,mbm2,Okinoharu_21,1,16,-0.0600000000000005,-0.008125000000000049,0.21575352449805618,dixon,0.441759216368917,0.441759216368917,4.716981132075472e-4,201,n.s.,4.5454545454545455e-4,197,n.s.
Jomon,mbm2,Okinoharu_21,2,16,-0.09999999999999964,-0.008125000000000049,0.21575352449805618,dixon,0.441759216368917,0.441759216368917,4.761904761904762e-4,202,n.s.,4.5871559633027525e-4,198,n.s.
Jomon,mbm2,Okinoharu_25,1,16,-0.10999999999999943,-0.008125000000000049,0.21575352449805618,dixon,0.441759216368917,0.441759216368917,4.6728971962616824e-4,200,n.s.,4.5045045045045046e-4,196,n.s.
Jomon,mbm2,Okinoharu_25,2,16,0.28999999999999915,-0.008125000000000049,0.21575352449805618,dixon,0,0,1.851851851851852e-4,37,*,1.7985611510791367e-4,29,*
Jomon,mbm2,Okinoharu_28,1,16,0.19000000000000128,-0.008125000000000049,0.21575352449805618,dixon,0,0,1.8587360594795541e-4,38,*,1.805054151624549e-4,30,*
Jomon,mbm2,Okinoharu_28,2,16,0.08000000000000007,-0.008125000000000049,0.21575352449805618,dixon,0,0,1.8656716417910448e-4,39,*,1.8115942028985507e-4,31,*
Jomon,mbm2,Okinoharu_30,1,16,0.040000000000000924,-0.008125000000000049,0.21575352449805618,dixon,0,0,1.8726591760299626e-4,40,*,1.8181818181818183e-4,32,*
Jomon,mbm2,Okinoharu_30,2,16,0.08999999999999986,-0.008125000000000049,0.21575352449805618,dixon,0,0,0.00018796992481203009,41,*,1.8248175182481753e-4,33,*
Jomon,mbm2,Saka_1,1,16,0,-0.008125000000000049,0.21575352449805618,dixon,0,0,1.8867924528301889e-4,42,*,1.8315018315018315e-4,34,*
Jomon,mbm2,Saka_1,2,16,0.02999999999999936,-0.008125000000000049,0.21575352449805618,dixon,0,0,1.893939393939394e-4,43,*,1.838235294117647e-4,35,*
Jomon,mbm2,Wakimisaki_1,1,16,-0.22000000000000064,-0.008125000000000049,0.21575352449805618,dixon,0.441759216368917,0.441759216368917,4.5454545454545455e-4,197,n.s.,4.385964912280702e-4,193,n.s.
Jomon,mbm2,Wakimisaki_1,2,16,0.14000000000000057,-0.008125000000000049,0.21575352449805618,dixon,0,0,1.8315018315018315e-4,34,*,1.7793594306049823e-4,26,*
Jomon,mbm2,Wakimisaki_2,1,16,0.049999999999998934,-0.008125000000000049,0.21575352449805618,dixon,0,0,1.845018450184502e-4,36,*,1.7921146953405018e-4,28,*
Jomon,mbm2,Wakimisaki_2,2,16,-0.6699999999999999,-0.008125000000000049,0.21575352449805618,dixon,0.441759216368917,0.441759216368917,4.62962962962963e-4,199,n.s.,4.4642857142857147e-4,195,n.s.
Jomon,mbm2,Wakimisaki_5,1,16,0.129999999999999,-0.008125000000000049,0.21575352449805618,dixon,0,0,1.838235294117647e-4,35,*,1.7857142857142857e-4,27,*
Jomon,mbm2,Wakimisaki_5,2,16,-0.009999999999999787,-0.008125000000000049,0.21575352449805618,dixon,0.441759216368917,0.441759216368917,4.5871559633027525e-4,198,n.s.,4.4247787610619474e-4,194,n.s.
Jomon,mbp1,Fukahori_2001-2,1,14,-0.16000000000000014,0.19571428571428579,0.70675547164722885,dixon,0.011160368907556586,0.011160368907556586,2.1367521367521368e-4,73,n.s.,2.173913043478261e-4,77,n.s.
Jomon,mbp1,Fukahori_2001-2,2,14,-0.009999999999999787,0.19571428571428579,0.70675547164722885,dixon,0.011160368907556586,0.011160368907556586,2.145922746781116e-4,74,n.s.,2.183406113537118e-4,78,n.s.
Jomon,mbp1,Okinoharu_21,1,14,-0.08000000000000007,0.19571428571428579,0.70675547164722885,dixon,0.011160368907556586,0.011160368907556586,2.2123893805309737e-4,81,n.s.,2.2026431718061675e-4,80,n.s.
Jomon,mbp1,Okinoharu_21,2,14,-0.08000000000000007,0.19571428571428579,0.70675547164722885,dixon,0.011160368907556586,0.011160368907556586,2.2222222222222223e-4,82,n.s.,2.2123893805309737e-4,81,n.s.
Jomon,mbp1,Okinoharu_25,1,14,2.4700000000000006,0.19571428571428579,0.70675547164722885,dixon,0,0,2.0408163265306123e-4,62,*,1.976284584980237e-4,54,*
Jomon,mbp1,Okinoharu_25,2,14,0,0.19571428571428579,0.70675547164722885,dixon,0.011160368907556586,0,2.192982456140351e-4,79,n.s.,2.032520325203252e-4,61,*
Jomon,mbp1,Shirahama_1,1,14,0.2400000000000002,0.19571428571428579,0.70675547164722885,dixon,0,0,2.0491803278688525e-4,63,*,1.984126984126984e-4,55,*
